gene_ref	gene_id	gene_name	condition_1	condition_2	isoformUpregulated	isoformDownregulated	iso_ref_up	iso_ref_down	featureCompared	isoformsDifferent	switchConsequence	isoPair	cell_line_comparison	featureCompared2
geneComp_00077488	ENSG00000177830.18	CHID1	intrinsically_resistant	sensitive	MSTRG.4180.15	ENST00000323578.13	isoComp_00451400	isoComp_00451379	intron_structure	True		MSTRG.4180.15 ENST00000323578.13	T98G vs. 42MGBA	Intron Structure
geneComp_00077488	ENSG00000177830.18	CHID1	intrinsically_resistant	sensitive	MSTRG.4180.15	ENST00000323578.13	isoComp_00451400	isoComp_00451379	last_exon	True	Last exon more upstream	MSTRG.4180.15 ENST00000323578.13	T98G vs. 42MGBA	Alternative Last Exon
geneComp_00077488	ENSG00000177830.18	CHID1	intrinsically_resistant	sensitive	MSTRG.4180.15	ENST00000323578.13	isoComp_00451400	isoComp_00451379	exon_number	True	Exon loss	MSTRG.4180.15 ENST00000323578.13	T98G vs. 42MGBA	Exon Number
geneComp_00077488	ENSG00000177830.18	CHID1	intrinsically_resistant	sensitive	MSTRG.4180.15	ENST00000323578.13	isoComp_00451400	isoComp_00451379	intron_retention	True	Intron retention loss	MSTRG.4180.15 ENST00000323578.13	T98G vs. 42MGBA	Intron Retention
geneComp_00077488	ENSG00000177830.18	CHID1	intrinsically_resistant	sensitive	MSTRG.4180.15	ENST00000323578.13	isoComp_00451400	isoComp_00451379	3_utr_seq_similarity	True	3UTR is shorter	MSTRG.4180.15 ENST00000323578.13	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00077587	ENSG00000178585.15	CTNNBIP1	intrinsically_resistant	sensitive	ENST00000400904.7	ENST00000377263.6	isoComp_00452038	isoComp_00452037	tts	True	Tts more upstream	ENST00000400904.7 ENST00000377263.6	T98G vs. 42MGBA	Alternative TTS
geneComp_00077587	ENSG00000178585.15	CTNNBIP1	intrinsically_resistant	sensitive	ENST00000400904.7	ENST00000377263.6	isoComp_00452038	isoComp_00452037	intron_structure	True		ENST00000400904.7 ENST00000377263.6	T98G vs. 42MGBA	Intron Structure
geneComp_00077587	ENSG00000178585.15	CTNNBIP1	intrinsically_resistant	sensitive	ENST00000400904.7	ENST00000377263.6	isoComp_00452038	isoComp_00452037	exon_number	True	Exon loss	ENST00000400904.7 ENST00000377263.6	T98G vs. 42MGBA	Exon Number
geneComp_00077587	ENSG00000178585.15	CTNNBIP1	intrinsically_resistant	sensitive	ENST00000400904.7	ENST00000377263.6	isoComp_00452038	isoComp_00452037	5_utr_seq_similarity	True	5UTR is shorter	ENST00000400904.7 ENST00000377263.6	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00077587	ENSG00000178585.15	CTNNBIP1	intrinsically_resistant	sensitive	ENST00000400904.7	ENST00000377263.6	isoComp_00452038	isoComp_00452037	3_utr_seq_similarity	True	3UTR is longer	ENST00000400904.7 ENST00000377263.6	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00077683	ENSG00000179241.13	LDLRAD3	intrinsically_resistant	sensitive	ENST00000528989.5	ENST00000315571.6	isoComp_00452635	isoComp_00452633	tss	True	Tss more upstream	ENST00000528989.5 ENST00000315571.6	T98G vs. 42MGBA	Alternative TSS
geneComp_00077683	ENSG00000179241.13	LDLRAD3	intrinsically_resistant	sensitive	ENST00000528989.5	ENST00000315571.6	isoComp_00452635	isoComp_00452633	intron_structure	True		ENST00000528989.5 ENST00000315571.6	T98G vs. 42MGBA	Intron Structure
geneComp_00077683	ENSG00000179241.13	LDLRAD3	intrinsically_resistant	sensitive	ENST00000528989.5	ENST00000315571.6	isoComp_00452635	isoComp_00452633	exon_number	True	Exon loss	ENST00000528989.5 ENST00000315571.6	T98G vs. 42MGBA	Exon Number
geneComp_00077683	ENSG00000179241.13	LDLRAD3	intrinsically_resistant	sensitive	ENST00000528989.5	ENST00000315571.6	isoComp_00452635	isoComp_00452633	5_utr_seq_similarity	True	5UTR is longer	ENST00000528989.5 ENST00000315571.6	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00077683	ENSG00000179241.13	LDLRAD3	intrinsically_resistant	sensitive	ENST00000534091.1	ENST00000315571.6	isoComp_00452637	isoComp_00452633	tss	True	Tss more downstream	ENST00000534091.1 ENST00000315571.6	T98G vs. 42MGBA	Alternative TSS
geneComp_00077683	ENSG00000179241.13	LDLRAD3	intrinsically_resistant	sensitive	ENST00000534091.1	ENST00000315571.6	isoComp_00452637	isoComp_00452633	intron_structure	True		ENST00000534091.1 ENST00000315571.6	T98G vs. 42MGBA	Intron Structure
geneComp_00077683	ENSG00000179241.13	LDLRAD3	intrinsically_resistant	sensitive	ENST00000534091.1	ENST00000315571.6	isoComp_00452637	isoComp_00452633	exon_number	True	Exon loss	ENST00000534091.1 ENST00000315571.6	T98G vs. 42MGBA	Exon Number
geneComp_00077683	ENSG00000179241.13	LDLRAD3	intrinsically_resistant	sensitive	ENST00000534091.1	ENST00000315571.6	isoComp_00452637	isoComp_00452633	5_utr_seq_similarity	True	5UTR is longer	ENST00000534091.1 ENST00000315571.6	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00077713	ENSG00000179455.10	MKRN3	intrinsically_resistant	sensitive	ENST00000677119.1	ENST00000314520.6	isoComp_00452792	isoComp_00452785	tts	True	Tts more upstream	ENST00000677119.1 ENST00000314520.6	T98G vs. 42MGBA	Alternative TTS
geneComp_00077713	ENSG00000179455.10	MKRN3	intrinsically_resistant	sensitive	ENST00000677119.1	ENST00000314520.6	isoComp_00452792	isoComp_00452785	last_exon	True	Last exon more downstream	ENST00000677119.1 ENST00000314520.6	T98G vs. 42MGBA	Alternative Last Exon
geneComp_00077713	ENSG00000179455.10	MKRN3	intrinsically_resistant	sensitive	ENST00000677119.1	ENST00000314520.6	isoComp_00452792	isoComp_00452785	exon_number	True	Exon gain	ENST00000677119.1 ENST00000314520.6	T98G vs. 42MGBA	Exon Number
geneComp_00077713	ENSG00000179455.10	MKRN3	intrinsically_resistant	sensitive	ENST00000677119.1	ENST00000314520.6	isoComp_00452792	isoComp_00452785	intron_retention	True	Intron retention loss	ENST00000677119.1 ENST00000314520.6	T98G vs. 42MGBA	Intron Retention
geneComp_00077713	ENSG00000179455.10	MKRN3	intrinsically_resistant	sensitive	ENST00000677119.1	ENST00000314520.6	isoComp_00452792	isoComp_00452785	3_utr_seq_similarity	True	3UTR is shorter	ENST00000677119.1 ENST00000314520.6	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00077713	ENSG00000179455.10	MKRN3	intrinsically_resistant	sensitive	ENST00000677119.1	ENST00000564592.2	isoComp_00452792	isoComp_00452786	intron_structure	True		ENST00000677119.1 ENST00000564592.2	T98G vs. 42MGBA	Intron Structure
geneComp_00077713	ENSG00000179455.10	MKRN3	intrinsically_resistant	sensitive	ENST00000677119.1	ENST00000564592.2	isoComp_00452792	isoComp_00452786	exon_number	True	Exon loss	ENST00000677119.1 ENST00000564592.2	T98G vs. 42MGBA	Exon Number
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	ENST00000429257.5	MSTRG.8899.14	isoComp_00453419	isoComp_00453426	tts	True	Tts more downstream	ENST00000429257.5 MSTRG.8899.14	T98G vs. 42MGBA	Alternative TTS
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	ENST00000429257.5	MSTRG.8899.14	isoComp_00453419	isoComp_00453426	intron_structure	True		ENST00000429257.5 MSTRG.8899.14	T98G vs. 42MGBA	Intron Structure
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	ENST00000429257.5	MSTRG.8899.14	isoComp_00453419	isoComp_00453426	last_exon	True	Last exon more downstream	ENST00000429257.5 MSTRG.8899.14	T98G vs. 42MGBA	Alternative Last Exon
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	ENST00000429257.5	MSTRG.8899.14	isoComp_00453419	isoComp_00453426	exon_number	True	Exon gain	ENST00000429257.5 MSTRG.8899.14	T98G vs. 42MGBA	Exon Number
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	ENST00000429257.5	MSTRG.8899.14	isoComp_00453419	isoComp_00453426	5_utr_seq_similarity	True	5UTR is shorter	ENST00000429257.5 MSTRG.8899.14	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	ENST00000429257.5	MSTRG.8899.14	isoComp_00453419	isoComp_00453426	3_utr_seq_similarity	True	3UTR is longer	ENST00000429257.5 MSTRG.8899.14	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	ENST00000429257.5	MSTRG.8899.7	isoComp_00453419	isoComp_00453429	intron_structure	True		ENST00000429257.5 MSTRG.8899.7	T98G vs. 42MGBA	Intron Structure
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	ENST00000429257.5	MSTRG.8899.7	isoComp_00453419	isoComp_00453429	exon_number	True	Exon loss	ENST00000429257.5 MSTRG.8899.7	T98G vs. 42MGBA	Exon Number
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	ENST00000429257.5	MSTRG.8899.7	isoComp_00453419	isoComp_00453429	5_utr_seq_similarity	True	5UTR is shorter	ENST00000429257.5 MSTRG.8899.7	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	ENST00000429257.5	MSTRG.8899.7	isoComp_00453419	isoComp_00453429	3_utr_seq_similarity	True	3UTR is longer	ENST00000429257.5 MSTRG.8899.7	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	MSTRG.8899.6	MSTRG.8899.14	isoComp_00453428	isoComp_00453426	tts	True	Tts more upstream	MSTRG.8899.6 MSTRG.8899.14	T98G vs. 42MGBA	Alternative TTS
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	MSTRG.8899.6	MSTRG.8899.14	isoComp_00453428	isoComp_00453426	intron_structure	True		MSTRG.8899.6 MSTRG.8899.14	T98G vs. 42MGBA	Intron Structure
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	MSTRG.8899.6	MSTRG.8899.14	isoComp_00453428	isoComp_00453426	last_exon	True	Last exon more downstream	MSTRG.8899.6 MSTRG.8899.14	T98G vs. 42MGBA	Alternative Last Exon
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	MSTRG.8899.6	MSTRG.8899.14	isoComp_00453428	isoComp_00453426	exon_number	True	Exon gain	MSTRG.8899.6 MSTRG.8899.14	T98G vs. 42MGBA	Exon Number
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	MSTRG.8899.6	MSTRG.8899.14	isoComp_00453428	isoComp_00453426	5_utr_seq_similarity	True	5UTR is shorter	MSTRG.8899.6 MSTRG.8899.14	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	MSTRG.8899.6	MSTRG.8899.14	isoComp_00453428	isoComp_00453426	3_utr_seq_similarity	True	3UTR is longer	MSTRG.8899.6 MSTRG.8899.14	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	MSTRG.8899.6	MSTRG.8899.7	isoComp_00453428	isoComp_00453429	intron_structure	True		MSTRG.8899.6 MSTRG.8899.7	T98G vs. 42MGBA	Intron Structure
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	MSTRG.8899.6	MSTRG.8899.7	isoComp_00453428	isoComp_00453429	exon_number	True	Exon loss	MSTRG.8899.6 MSTRG.8899.7	T98G vs. 42MGBA	Exon Number
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	MSTRG.8899.6	MSTRG.8899.7	isoComp_00453428	isoComp_00453429	5_utr_seq_similarity	True	5UTR is shorter	MSTRG.8899.6 MSTRG.8899.7	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00077802	ENSG00000180229.12	HERC2P3	intrinsically_resistant	sensitive	MSTRG.8899.6	MSTRG.8899.7	isoComp_00453428	isoComp_00453429	3_utr_seq_similarity	True	3UTR is longer	MSTRG.8899.6 MSTRG.8899.7	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00077924	ENSG00000181264.9	TLCD5	intrinsically_resistant	sensitive	ENST00000375095.3	ENST00000529187.1	isoComp_00454170	isoComp_00454172	intron_structure	True		ENST00000375095.3 ENST00000529187.1	T98G vs. 42MGBA	Intron Structure
geneComp_00077924	ENSG00000181264.9	TLCD5	intrinsically_resistant	sensitive	ENST00000375095.3	ENST00000529187.1	isoComp_00454170	isoComp_00454172	exon_number	True	Exon loss	ENST00000375095.3 ENST00000529187.1	T98G vs. 42MGBA	Exon Number
geneComp_00077924	ENSG00000181264.9	TLCD5	intrinsically_resistant	sensitive	ENST00000375095.3	ENST00000529187.1	isoComp_00454170	isoComp_00454172	intron_retention	True	Intron retention switch	ENST00000375095.3 ENST00000529187.1	T98G vs. 42MGBA	Intron Retention
geneComp_00077924	ENSG00000181264.9	TLCD5	intrinsically_resistant	sensitive	ENST00000375095.3	ENST00000529187.1	isoComp_00454170	isoComp_00454172	5_utr_seq_similarity	True	5UTR is shorter	ENST00000375095.3 ENST00000529187.1	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00078268	ENSG00000183605.17	SFXN4	intrinsically_resistant	sensitive	ENST00000490417.6	MSTRG.3999.3	isoComp_00456480	isoComp_00456481	tss	True	Tss more downstream	ENST00000490417.6 MSTRG.3999.3	T98G vs. 42MGBA	Alternative TSS
geneComp_00078268	ENSG00000183605.17	SFXN4	intrinsically_resistant	sensitive	ENST00000490417.6	MSTRG.3999.3	isoComp_00456480	isoComp_00456481	tts	True	Tts more downstream	ENST00000490417.6 MSTRG.3999.3	T98G vs. 42MGBA	Alternative TTS
geneComp_00078268	ENSG00000183605.17	SFXN4	intrinsically_resistant	sensitive	ENST00000490417.6	MSTRG.3999.3	isoComp_00456480	isoComp_00456481	exon_number	True	Exon loss	ENST00000490417.6 MSTRG.3999.3	T98G vs. 42MGBA	Exon Number
geneComp_00078268	ENSG00000183605.17	SFXN4	intrinsically_resistant	sensitive	ENST00000490417.6	MSTRG.3999.3	isoComp_00456480	isoComp_00456481	5_utr_seq_similarity	True	5UTR is shorter	ENST00000490417.6 MSTRG.3999.3	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00078268	ENSG00000183605.17	SFXN4	intrinsically_resistant	sensitive	ENST00000490417.6	MSTRG.3999.3	isoComp_00456480	isoComp_00456481	3_utr_seq_similarity	True	3UTR is longer	ENST00000490417.6 MSTRG.3999.3	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	ENST00000602725.5	isoComp_00456924	isoComp_00456938	tss	True	Tss more downstream	ENST00000457805.6 ENST00000602725.5	T98G vs. 42MGBA	Alternative TSS
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	ENST00000602725.5	isoComp_00456924	isoComp_00456938	tts	True	Tts more downstream	ENST00000457805.6 ENST00000602725.5	T98G vs. 42MGBA	Alternative TTS
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	ENST00000602725.5	isoComp_00456924	isoComp_00456938	intron_structure	True		ENST00000457805.6 ENST00000602725.5	T98G vs. 42MGBA	Intron Structure
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	ENST00000602725.5	isoComp_00456924	isoComp_00456938	exon_number	True	Exon loss	ENST00000457805.6 ENST00000602725.5	T98G vs. 42MGBA	Exon Number
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	ENST00000602725.5	isoComp_00456924	isoComp_00456938	intron_retention	True	Intron retention loss	ENST00000457805.6 ENST00000602725.5	T98G vs. 42MGBA	Intron Retention
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	ENST00000602725.5	isoComp_00456924	isoComp_00456938	5_utr_seq_similarity	True	5UTR is shorter	ENST00000457805.6 ENST00000602725.5	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	ENST00000602725.5	isoComp_00456924	isoComp_00456938	3_utr_seq_similarity	True	3UTR is shorter	ENST00000457805.6 ENST00000602725.5	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	MSTRG.615.6	isoComp_00456924	isoComp_00456947	tss	True	Tss more downstream	ENST00000457805.6 MSTRG.615.6	T98G vs. 42MGBA	Alternative TSS
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	MSTRG.615.6	isoComp_00456924	isoComp_00456947	tts	True	Tts more downstream	ENST00000457805.6 MSTRG.615.6	T98G vs. 42MGBA	Alternative TTS
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	MSTRG.615.6	isoComp_00456924	isoComp_00456947	intron_structure	True		ENST00000457805.6 MSTRG.615.6	T98G vs. 42MGBA	Intron Structure
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	MSTRG.615.6	isoComp_00456924	isoComp_00456947	last_exon	True	Last exon more upstream	ENST00000457805.6 MSTRG.615.6	T98G vs. 42MGBA	Alternative Last Exon
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	MSTRG.615.6	isoComp_00456924	isoComp_00456947	exon_number	True	Exon loss	ENST00000457805.6 MSTRG.615.6	T98G vs. 42MGBA	Exon Number
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	MSTRG.615.6	isoComp_00456924	isoComp_00456947	intron_retention	True	Intron retention loss	ENST00000457805.6 MSTRG.615.6	T98G vs. 42MGBA	Intron Retention
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	MSTRG.615.6	isoComp_00456924	isoComp_00456947	5_utr_seq_similarity	True	5UTR is shorter	ENST00000457805.6 MSTRG.615.6	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000457805.6	MSTRG.615.6	isoComp_00456924	isoComp_00456947	3_utr_seq_similarity	True	3UTR is shorter	ENST00000457805.6 MSTRG.615.6	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000647444.2	ENST00000602725.5	isoComp_00456939	isoComp_00456938	tss	True	Tss more upstream	ENST00000647444.2 ENST00000602725.5	T98G vs. 42MGBA	Alternative TSS
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000647444.2	ENST00000602725.5	isoComp_00456939	isoComp_00456938	exon_number	True	Exon gain	ENST00000647444.2 ENST00000602725.5	T98G vs. 42MGBA	Exon Number
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000647444.2	ENST00000602725.5	isoComp_00456939	isoComp_00456938	intron_retention	True	Intron retention gain	ENST00000647444.2 ENST00000602725.5	T98G vs. 42MGBA	Intron Retention
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000647444.2	ENST00000602725.5	isoComp_00456939	isoComp_00456938	5_utr_seq_similarity	True	5UTR is longer	ENST00000647444.2 ENST00000602725.5	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000647444.2	MSTRG.615.6	isoComp_00456939	isoComp_00456947	exon_number	True	Exon loss	ENST00000647444.2 MSTRG.615.6	T98G vs. 42MGBA	Exon Number
geneComp_00078351	ENSG00000184007.22	PTP4A2	intrinsically_resistant	sensitive	ENST00000647444.2	MSTRG.615.6	isoComp_00456939	isoComp_00456947	intron_retention	True	Intron retention gain	ENST00000647444.2 MSTRG.615.6	T98G vs. 42MGBA	Intron Retention
geneComp_00078417	ENSG00000184428.13	TOP1MT	intrinsically_resistant	sensitive	ENST00000329245.9	MSTRG.27794.3	isoComp_00457393	isoComp_00457408	intron_structure	True		ENST00000329245.9 MSTRG.27794.3	T98G vs. 42MGBA	Intron Structure
geneComp_00078417	ENSG00000184428.13	TOP1MT	intrinsically_resistant	sensitive	ENST00000329245.9	MSTRG.27794.3	isoComp_00457393	isoComp_00457408	exon_number	True	Exon gain	ENST00000329245.9 MSTRG.27794.3	T98G vs. 42MGBA	Exon Number
geneComp_00078417	ENSG00000184428.13	TOP1MT	intrinsically_resistant	sensitive	ENST00000329245.9	MSTRG.27794.3	isoComp_00457393	isoComp_00457408	5_utr_seq_similarity	True	5UTR is shorter	ENST00000329245.9 MSTRG.27794.3	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00078541	ENSG00000185090.15	MANEAL	intrinsically_resistant	sensitive	ENST00000373045.11	ENST00000397631.7	isoComp_00458137	isoComp_00458138	intron_structure	True		ENST00000373045.11 ENST00000397631.7	T98G vs. 42MGBA	Intron Structure
geneComp_00078549	ENSG00000185129.8	PURA	intrinsically_resistant	sensitive	ENST00000502351.1	ENST00000331327.5	isoComp_00458178	isoComp_00458177	tss	True	Tss more upstream	ENST00000502351.1 ENST00000331327.5	T98G vs. 42MGBA	Alternative TSS
geneComp_00078549	ENSG00000185129.8	PURA	intrinsically_resistant	sensitive	ENST00000502351.1	ENST00000331327.5	isoComp_00458178	isoComp_00458177	exon_number	True	Exon gain	ENST00000502351.1 ENST00000331327.5	T98G vs. 42MGBA	Exon Number
geneComp_00078549	ENSG00000185129.8	PURA	intrinsically_resistant	sensitive	ENST00000502351.1	ENST00000331327.5	isoComp_00458178	isoComp_00458177	5_utr_seq_similarity	True	5UTR is longer	ENST00000502351.1 ENST00000331327.5	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00078773	ENSG00000186314.11	PRELID2	intrinsically_resistant	sensitive	MSTRG.23368.4	MSTRG.23368.5	isoComp_00459857	isoComp_00459858	tts	True	Tts more downstream	MSTRG.23368.4 MSTRG.23368.5	T98G vs. 42MGBA	Alternative TTS
geneComp_00078773	ENSG00000186314.11	PRELID2	intrinsically_resistant	sensitive	MSTRG.23368.4	MSTRG.23368.5	isoComp_00459857	isoComp_00459858	intron_structure	True		MSTRG.23368.4 MSTRG.23368.5	T98G vs. 42MGBA	Intron Structure
geneComp_00078773	ENSG00000186314.11	PRELID2	intrinsically_resistant	sensitive	MSTRG.23368.4	MSTRG.23368.5	isoComp_00459857	isoComp_00459858	exon_number	True	Exon loss	MSTRG.23368.4 MSTRG.23368.5	T98G vs. 42MGBA	Exon Number
geneComp_00078773	ENSG00000186314.11	PRELID2	intrinsically_resistant	sensitive	MSTRG.23368.4	MSTRG.23368.5	isoComp_00459857	isoComp_00459858	5_utr_seq_similarity	True	5UTR is shorter	MSTRG.23368.4 MSTRG.23368.5	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00078899	ENSG00000187134.14	AKR1C1	intrinsically_resistant	sensitive	ENST00000477661.1	MSTRG.2975.2	isoComp_00460684	isoComp_00460685	tss	True	Tss more upstream	ENST00000477661.1 MSTRG.2975.2	T98G vs. 42MGBA	Alternative TSS
geneComp_00078899	ENSG00000187134.14	AKR1C1	intrinsically_resistant	sensitive	ENST00000477661.1	MSTRG.2975.2	isoComp_00460684	isoComp_00460685	intron_structure	True		ENST00000477661.1 MSTRG.2975.2	T98G vs. 42MGBA	Intron Structure
geneComp_00078899	ENSG00000187134.14	AKR1C1	intrinsically_resistant	sensitive	ENST00000477661.1	MSTRG.2975.2	isoComp_00460684	isoComp_00460685	intron_retention	True	Intron retention gain	ENST00000477661.1 MSTRG.2975.2	T98G vs. 42MGBA	Intron Retention
geneComp_00078899	ENSG00000187134.14	AKR1C1	intrinsically_resistant	sensitive	ENST00000477661.1	MSTRG.2975.2	isoComp_00460684	isoComp_00460685	5_utr_seq_similarity	True	5UTR is longer	ENST00000477661.1 MSTRG.2975.2	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00078922	ENSG00000187266.14	EPOR	intrinsically_resistant	sensitive	ENST00000590927.1	ENST00000222139.11	isoComp_00460824	isoComp_00460822	tss	True	Tss more downstream	ENST00000590927.1 ENST00000222139.11	T98G vs. 42MGBA	Alternative TSS
geneComp_00078922	ENSG00000187266.14	EPOR	intrinsically_resistant	sensitive	ENST00000590927.1	ENST00000222139.11	isoComp_00460824	isoComp_00460822	tts	True	Tts more upstream	ENST00000590927.1 ENST00000222139.11	T98G vs. 42MGBA	Alternative TTS
geneComp_00078922	ENSG00000187266.14	EPOR	intrinsically_resistant	sensitive	ENST00000590927.1	ENST00000222139.11	isoComp_00460824	isoComp_00460822	exon_number	True	Exon loss	ENST00000590927.1 ENST00000222139.11	T98G vs. 42MGBA	Exon Number
geneComp_00078922	ENSG00000187266.14	EPOR	intrinsically_resistant	sensitive	ENST00000590927.1	ENST00000222139.11	isoComp_00460824	isoComp_00460822	intron_retention	True	Intron retention gain	ENST00000590927.1 ENST00000222139.11	T98G vs. 42MGBA	Intron Retention
geneComp_00078922	ENSG00000187266.14	EPOR	intrinsically_resistant	sensitive	ENST00000590927.1	ENST00000222139.11	isoComp_00460824	isoComp_00460822	5_utr_seq_similarity	True	5UTR is longer	ENST00000590927.1 ENST00000222139.11	T98G vs. 42MGBA	Alternative 5' UTR Seq
geneComp_00078922	ENSG00000187266.14	EPOR	intrinsically_resistant	sensitive	ENST00000590927.1	ENST00000222139.11	isoComp_00460824	isoComp_00460822	3_utr_seq_similarity	True	3UTR is shorter	ENST00000590927.1 ENST00000222139.11	T98G vs. 42MGBA	Alternative 3' UTR Seq
geneComp_00078922	ENSG00000187266.14	EPOR	intrinsically_resistant	sensitive	ENST00000592375.6	ENST00000222139.11	isoComp_00460826	isoComp_00460822	tts	True	Tts more upstream	ENST00000592375.6 ENST00000222139.11	T98G vs. 42MGBA	Alternative TTS
geneComp_00078922	ENSG00000187266.14	EPOR	intrinsically_resistant	sensitive	ENST00000592375.6	ENST00000222139.11	isoComp_00460826	isoComp_00460822	exon_number	True	Exon loss	ENST00000592375.6 ENST00000222139.11	T98G vs. 42MGBA	Exon Number
geneComp_00078922	ENSG00000187266.14	EPOR	intrinsically_resistant	sensitive	ENST00000592375.6	ENST00000222139.11	isoComp_00460826	isoComp_00460822	intron_retention	True	Intron retention gain	ENST00000592375.6 ENST00000222139.11	T98G vs. 42MGBA	Intron Retention
geneComp_00078922	ENSG00000187266.14	EPOR	intrinsically_resistant	sensitive	ENST00000592375.6	ENST00000222139.11	isoComp_00460826	isoComp_00460822	3_utr_seq_similarity	True	3UTR is longer	ENST00000592375.6 ENST00000222139.11	T98G vs. 42MGBA	Alternative 3' UTR Seq
