event	samp1_inclusion	samp1_exclusion	samp2_inclusion	sampe2_exclusion	pvalue	T98G_42MGBA.adj.pval
ENSG00000100836.10;SE:chr14:23324289-23325246:23325377-23325246:+	4.0	74.0	6.0	127.0	1.0	1.0
ENSG00000129460.15;SE:chr14:23469727-23469702:23469727-23470041:+	56.0	8.0	134.0	20.0	1.0	1.0
ENSG00000129460.15;SE:chr14:23477560-23478006:23478178-23478006:+	56.0	8.0	134.0	20.0	1.0	1.0
ENSG00000100897.17;SE:chr14:24115749-24116916:24117044-24117265:+	27.0	3.0	53.0	4.0	0.6882970807523582	1.0
ENSG00000092010.14;SE:chr14:24137431-24137519:24137565-24137699:+	41.0	4.0	96.0	9.0	1.0	1.0
ENSG00000092010.14;SE:chr14:24137797-24138048:24138117-24138195:+	33.0	2.0	82.0	4.0	1.0	1.0
ENSG00000092010.14;SE:chr14:24136301-24136222:24136301-24136984:+	1.0	37.0	3.0	64.0	1.0	1.0
ENSG00000092010.14;SE:chr14:24137017-24137142:24137205-24137320:+	30.0	5.0	71.0	4.0	0.14004383756611666	1.0
ENSG00000092010.14;SE:chr14:24136301-24136205:24136301-24136984:+	5.0	33.0	8.0	59.0	1.0	1.0
ENSG00000092010.14;SE:chr14:24136301-24136218:24136301-24136984:+	5.0	33.0	6.0	61.0	0.5215021295424914	1.0
ENSG00000092010.14;SE:chr14:24138560-24138735:24138936-24138735:+	5.0	38.0	6.0	91.0	0.31273356582502726	1.0
ENSG00000092010.14;SE:chr14:24136301-24136207:24136301-24136984:+	4.0	34.0	7.0	60.0	1.0	1.0
ENSG00000100938.17;SE:chr14:24237562-24238245:24238405-24238588:+	32.0	1.0	82.0	6.0	0.6723995238365184	1.0
ENSG00000100938.17;SE:chr14:24238405-24238588:24239182-24238588:+	2.0	30.0	4.0	78.0	0.6726078201488682	1.0
ENSG00000100938.17;SE:chr14:24233598-24234106:24234241-24235736:+	8.0	27.0	7.0	86.0	0.02767550432939328	1.0
ENSG00000092140.15;SE:chr14:30559272-30581075:30581116-30586717:+	7.0	20.0	18.0	25.0	0.207837696239082	1.0
ENSG00000092140.15;SE:chr14:30602131-30605504:30605812-30607887:+	22.0	5.0	30.0	13.0	0.40054747330395246	1.0
ENSG00000092140.15;SE:chr14:30615539-30616277:30616863-30616277:+	4.0	24.0	10.0	37.0	0.5498334302392119	1.0
ENSG00000092108.20;SE:chr14:30639864-30643315:30643405-30649527:+	51.0	1.0	163.0	5.0	1.0	1.0
ENSG00000092108.20;SE:chr14:30734858-30735585:30735814-30735585:+	8.0	43.0	33.0	139.0	0.6827481967846416	1.0
ENSG00000092108.20;SE:chr14:30622399-30628208:30628279-30630476:+	38.0	9.0	100.0	38.0	0.3325422518081498	1.0
ENSG00000100883.11;SE:chr14:34996787-34999557:34999649-35000935:+	102.0	0.0	210.0	11.0	0.019532454488182024	1.0
ENSG00000100883.11;SE:chr14:34999649-35000935:35001020-35007282:+	99.0	4.0	207.0	6.0	0.7333501603120978	1.0
ENSG00000100883.11;SE:chr14:35019074-35022909:35023080-35028087:+	96.0	10.0	217.0	10.0	0.08479308702870234	1.0
ENSG00000151327.12;SE:chr14:35046406-35046368:35046406-35046504:+	12.0	10.0	37.0	18.0	0.30806329700253976	1.0
ENSG00000151327.12;SE:chr14:35046628-35053277:35053451-35077149:+	50.0	2.0	138.0	11.0	0.5210162724227014	1.0
ENSG00000092208.17;SE:chr14:39114475-39114322:39114475-39114828:+	19.0	6.0	27.0	17.0	0.29045933355205256	1.0
ENSG00000092208.17;SE:chr14:39122543-39124991:39125036-39128279:+	23.0	7.0	32.0	17.0	0.32400030495580984	1.0
ENSG00000092208.17;SE:chr14:39125036-39128279:39128348-39131957:+	23.0	0.0	32.0	2.0	0.5100250626566438	1.0
ENSG00000092208.17;SE:chr14:39133719-39136439:39136924-39136439:+	19.0	11.0	27.0	28.0	0.25756735491403554	1.0
ENSG00000100941.8;SE:chr14:39175392-39175253:39175392-39176077:+	56.0	25.0	97.0	25.0	0.09928244000363516	1.0
ENSG00000100941.8;SE:chr14:39177687-39177840:39177916-39179090:+	81.0	5.0	122.0	17.0	0.16502910330293782	1.0
ENSG00000185246.17;SE:chr14:45109780-45109893:45109993-45110093:+	37.0	53.0	74.0	93.0	0.6924598662646131	1.0
ENSG00000165501.16;SE:chr14:49602468-49603551:49603618-49607399:+	8.0	21.0	10.0	39.0	0.5798873086269138	1.0
ENSG00000165501.16;SE:chr14:49602468-49607399:49608121-49614255:+	21.0	14.0	39.0	44.0	0.22961708776547451	1.0
ENSG00000125375.14;SE:chr14:50312389-50314590:50314626-50321482:+	8.0	22.0	14.0	61.0	0.42803272199186193	1.0
ENSG00000125375.14;SE:chr14:50322719-50323944:50324116-50325608:+	23.0	3.0	49.0	6.0	1.0	1.0
ENSG00000139921.12;SE:chr14:51247220-51249325:51249371-51249467:+	379.0	59.0	1022.0	195.0	0.2167073139892553	1.0
ENSG00000139921.12;SE:chr14:51249569-51249692:51249765-51254340:+	389.0	49.0	1019.0	198.0	0.009878845222620185	1.0
ENSG00000139921.12;SE:chr14:51243976-51245312:51245358-51247091:+	170.0	69.0	596.0	200.0	0.2742220564986635	1.0
ENSG00000186469.8;SE:chr14:51860790-51877616:51877657-51950649:+	9.0	20.0	27.0	14.0	0.0071438414912347575	1.0
ENSG00000186469.8;SE:chr14:51950765-51966558:51967414-51966558:+	9.0	20.0	27.0	14.0	0.0071438414912347575	1.0
ENSG00000087302.8;SE:chr14:51993822-51998493:51998580-51999707:+	269.0	3.0	547.0	8.0	1.0	1.0
ENSG00000087302.8;SE:chr14:51989700-51989587:51989700-51991316:+	258.0	14.0	517.0	38.0	0.4458563294398922	1.0
ENSG00000087302.8;SE:chr14:52001866-52004193:52004242-52004361:+	261.0	6.0	525.0	20.0	0.39602148589771846	1.0
ENSG00000087302.8;SE:chr14:52004242-52004361:52004659-52004361:+	258.0	3.0	517.0	8.0	1.0	1.0
ENSG00000100519.11;SE:chr14:52718352-52718976:52719038-52720860:+	191.0	3.0	366.0	9.0	0.7594119542588286	1.0
ENSG00000100519.11;SE:chr14:52720981-52721109:52721190-52723964:+	190.0	4.0	370.0	5.0	0.49856036822332495	1.0
ENSG00000100526.19;SE:chr14:54397077-54399893:54399976-54401523:+	92.0	14.0	172.0	36.0	0.41593131415141915	1.0
ENSG00000100526.19;SE:chr14:54408789-54411483:54411706-54415898:+	98.0	1.0	197.0	3.0	1.0	1.0
ENSG00000100526.19;SE:chr14:54417951-54418213:54418306-54419991:+	7.0	104.0	12.0	205.0	0.8051434482784704	1.0
ENSG00000100526.19;SE:chr14:54411706-54415898:54415930-54417847:+	77.0	4.0	153.0	6.0	0.7367189502606768	1.0
ENSG00000100526.19;SE:chr14:54417951-54419991:54420211-54419991:+	6.0	98.0	15.0	190.0	0.8114930651323526	1.0
ENSG00000100526.19;SE:chr14:54417951-54419991:54420218-54419991:+	64.0	40.0	126.0	79.0	1.0	1.0
ENSG00000100532.11;SE:chr14:54522593-54523149:54523245-54530048:+	7.0	32.0	12.0	77.0	0.5909061145978625	1.0
ENSG00000168175.14;SE:chr14:55063325-55063851:55063938-55064615:+	11.0	158.0	17.0	292.0	0.6859843655773719	1.0
ENSG00000168175.14;SE:chr14:55063325-55064615:55064987-55064615:+	22.0	136.0	25.0	267.0	0.1053103526505553	1.0
ENSG00000126777.17;SE:chr14:55580354-55601756:55601880-55612018:+	21.0	30.0	9.0	32.0	0.07305693096686422	1.0
ENSG00000126777.17;SE:chr14:55640442-55640932:55640970-55641126:+	61.0	9.0	79.0	13.0	1.0	1.0
ENSG00000126777.17;SE:chr14:55661612-55663954:55664041-55667240:+	22.0	29.0	41.0	38.0	0.37151423492334856	1.0
ENSG00000126777.17;SE:chr14:55673012-55673171:55673255-55675834:+	40.0	27.0	71.0	39.0	0.526145705423862	1.0
ENSG00000126777.17;SE:chr14:55612571-55612281:55612571-55616516:+	13.0	82.0	21.0	97.0	0.4562176326684231	1.0
ENSG00000126777.17;SE:chr14:55679685-55684098:55684406-55684098:+	13.0	51.0	21.0	87.0	1.0	1.0
ENSG00000126777.17;SE:chr14:55679685-55680685:55680741-55684098:+	3.0	64.0	2.0	108.0	0.36821936167642183	1.0
ENSG00000131966.13;SE:chr14:58223701-58223782:58223856-58230398:+	89.0	2.0	226.0	4.0	0.6777403390771534	1.0
ENSG00000131966.13;SE:chr14:58200294-58200142:58200294-58202854:+	3.0	94.0	12.0	241.0	0.7684140451472892	1.0
ENSG00000131966.13;SE:chr14:58211392-58213630:58213698-58215204:+	3.0	17.0	12.0	31.0	0.34945297757618254	1.0
ENSG00000131966.13;SE:chr14:58215284-58219693:58219729-58223621:+	92.0	5.0	225.0	23.0	0.2741908129093006	1.0
ENSG00000131966.13;SE:chr14:58232267-58234369:58234789-58234369:+	9.0	91.0	29.0	256.0	0.8467377149104647	1.0
ENSG00000131966.13;SE:chr14:58200294-58200164:58200294-58202854:+	64.0	33.0	159.0	94.0	0.620879168782863	1.0
ENSG00000100567.12;SE:chr14:58247832-58252118:58252242-58257744:+	54.0	1.0	107.0	7.0	0.27680260532370377	1.0
ENSG00000100567.12;SE:chr14:58257998-58260947:58261020-58263704:+	37.0	6.0	85.0	13.0	1.0	1.0
ENSG00000100567.12;SE:chr14:58261020-58263704:58263770-58267473:+	44.0	2.0	94.0	2.0	0.5951536557474398	1.0
ENSG00000100567.12;SE:chr14:58244941-58244887:58244941-58247749:+	28.0	29.0	68.0	48.0	0.2577694603377439	1.0
ENSG00000100567.12;SE:chr14:58270998-58271850:58272001-58271850:+	30.0	37.0	70.0	73.0	0.6568945796246934	1.0
ENSG00000100567.12;SE:chr14:58244941-58244885:58244941-58247749:+	2.0	55.0	2.0	114.0	0.5991554842127441	1.0
ENSG00000050130.17;SE:chr14:59484593-59484513:59484593-59486712:+	30.0	6.0	63.0	34.0	0.054642313081891894	1.0
ENSG00000050130.17;SE:chr14:59498908-59501190:59501267-59503853:+	52.0	2.0	95.0	6.0	0.7142990065839621	1.0
ENSG00000050130.17;SE:chr14:59501267-59503853:59504709-59503853:+	38.0	18.0	73.0	50.0	0.3207866661394383	1.0
ENSG00000050130.17;SE:chr14:59504709-59503853:59505357-59503853:+	8.0	30.0	10.0	63.0	0.41619808163614314	1.0
ENSG00000020426.10;SE:chr14:60812127-60818721:60818847-60879713:+	37.0	16.0	120.0	83.0	0.20482918116847965	1.0
ENSG00000020426.10;SE:chr14:60818847-60879713:60879835-60968228:+	37.0	14.0	120.0	47.0	1.0	1.0
ENSG00000020426.10;SE:chr14:60879835-60968228:60968397-60968558:+	26.0	3.0	96.0	27.0	0.20013109405701007	1.0
ENSG00000139974.15;SE:chr14:61043212-61043449:61043503-61045345:+	33.0	4.0	31.0	7.0	0.5160946602874723	1.0
ENSG00000139974.15;SE:chr14:60981382-60981247:60981382-60982507:+	15.0	19.0	12.0	25.0	0.3382078489695519	1.0
ENSG00000139974.15;SE:chr14:61052135-61052348:61052546-61052348:+	15.0	12.0	12.0	28.0	0.04522528385183752	1.0
ENSG00000139974.15;SE:chr14:60984803-60987051:60987157-61015903:+	1.0	35.0	2.0	32.0	0.6086956521739109	1.0
ENSG00000139974.15;SE:chr14:61046167-61048150:61048297-61050511:+	2.0	39.0	5.0	48.0	0.4632731138537153	1.0
ENSG00000100644.16;SE:chr14:61744813-61745690:61745817-61746933:+	213.0	23.0	368.0	59.0	0.1402247843497798	1.0
ENSG00000100644.16;SE:chr14:61737109-61738086:61738373-61740504:+	129.0	9.0	304.0	18.0	0.6706394387379944	1.0
ENSG00000100644.16;SE:chr14:61738373-61740504:61740627-61740754:+	129.0	11.0	304.0	12.0	0.10140781090689494	1.0
ENSG00000100714.15;SE:chr14:64400877-64411089:64411149-64412471:+	143.0	7.0	409.0	20.0	1.0	1.0
ENSG00000100714.15;SE:chr14:64449622-64453753:64453861-64454722:+	140.0	9.0	430.0	14.0	0.1393919857702901	1.0
ENSG00000100714.15;SE:chr14:64453861-64454722:64454875-64458213:+	136.0	2.0	406.0	11.0	0.5342884897777676	1.0
ENSG00000100714.15;SE:chr14:64454875-64458213:64458307-64459758:+	145.0	4.0	420.0	12.0	1.0	1.0
ENSG00000100714.15;SE:chr14:64441453-64442053:64442165-64442262:+	137.0	4.0	378.0	14.0	0.7919468221814812	1.0
ENSG00000125954.12;SE:chr14:64924126-64926006:64926080-64932137:+	58.0	18.0	103.0	41.0	0.5229835224630606	1.0
ENSG00000125954.12;SE:chr14:64924126-64926009:64926080-64932137:+	67.0	18.0	155.0	41.0	1.0	1.0
ENSG00000033170.16;SE:chr14:65722021-65724146:65724323-65733230:+	54.0	7.0	52.0	12.0	0.3222615710532927	1.0
ENSG00000033170.16;SE:chr14:65411993-65430215:65430309-65455620:+	8.0	24.0	8.0	26.0	1.0	1.0
ENSG00000072415.8;SE:chr14:67241533-67241441:67241533-67269700:+	6.0	16.0	14.0	12.0	0.08253753099008981	1.0
ENSG00000072415.8;SE:chr14:67323812-67332779:67333507-67332779:+	6.0	16.0	14.0	12.0	0.08253753099008981	1.0
ENSG00000134001.12;SE:chr14:67382590-67383314:67385444-67383314:+	116.0	12.0	292.0	23.0	0.4442077309111254	1.0
ENSG00000029364.11;SE:chr14:69424202-69442068:69442266-69453240:+	5.0	81.0	15.0	256.0	1.0	1.0
ENSG00000100650.15;SE:chr14:69769251-69769510:69770042-69770466:+	5.0	59.0	7.0	102.0	0.7623287558798761	1.0
ENSG00000100650.15;SE:chr14:69771105-69771193:69771670-69771193:+	12.0	60.0	35.0	147.0	0.7217337464517266	1.0
ENSG00000100650.15;SE:chr14:69771105-69771196:69771670-69771196:+	1.0	28.0	3.0	44.0	1.0	1.0
ENSG00000119707.13;SE:chr14:73058705-73069852:73069920-73071626:+	2.0	29.0	4.0	49.0	1.0	1.0
ENSG00000119707.13;SE:chr14:73071747-73076318:73076368-73077368:+	30.0	4.0	56.0	14.0	0.41027240611582494	1.0
ENSG00000119707.13;SE:chr14:73088161-73088369:73088474-73096914:+	3.0	31.0	4.0	66.0	0.6803802897093316	1.0
ENSG00000119707.13;SE:chr14:73058705-73064971:73065093-73071626:+	3.0	29.0	17.0	49.0	0.06681600366107485	1.0
ENSG00000119707.13;SE:chr14:73114333-73119712:73120136-73119712:+	23.0	3.0	43.0	20.0	0.06279768473501773	1.0
ENSG00000119707.13;SE:chr14:73058705-73058565:73058705-73071626:+	20.0	9.0	26.0	23.0	0.2341916382816361	1.0
ENSG00000119707.13;SE:chr14:73120136-73119712:73121313-73119712:+	20.0	3.0	26.0	17.0	0.028469324415898282	1.0
ENSG00000119707.13;SE:chr14:73099750-73100300:73100362-73103191:+	2.0	25.0	11.0	48.0	0.21377903501371465	1.0
ENSG00000080815.18;SE:chr14:73192864-73198030:73198129-73206385:+	31.0	3.0	86.0	6.0	0.7015341142774332	1.0
ENSG00000119725.18;SE:chr14:73923522-73927106:73927228-73931502:+	3.0	85.0	7.0	204.0	1.0	1.0
ENSG00000119725.18;SE:chr14:73921105-73922065:73922206-73923394:+	40.0	37.0	172.0	23.0	6.57788172252019e-10	9.95491642497015e-06
ENSG00000119725.18;SE:chr14:73922206-73922492:73922697-73923394:+	6.0	42.0	5.0	174.0	0.013118983492685287	1.0
ENSG00000119725.18;SE:chr14:73886915-73888272:73888364-73892026:+	5.0	78.0	10.0	179.0	0.7791650286564735	1.0
ENSG00000119725.18;SE:chr14:73923522-73924701:73924819-73931502:+	0.0	85.0	4.0	204.0	0.3268540728057494	1.0
ENSG00000119723.16;SE:chr14:73959224-73959414:73959522-73961172:+	29.0	2.0	81.0	5.0	1.0	1.0
ENSG00000119723.16;SE:chr14:73961570-73961736:73961903-73962969:+	21.0	3.0	72.0	3.0	0.1512500857005741	1.0
ENSG00000119650.12;SE:chr14:75985840-75986125:75986308-75988884:+	5.0	59.0	4.0	47.0	1.0	1.0
ENSG00000119705.9;SE:chr14:77708208-77708102:77708208-77710837:+	11.0	22.0	13.0	38.0	0.46687038462348396	1.0
ENSG00000119705.9;SE:chr14:77715879-77717495:77717558-77717495:+	11.0	16.0	13.0	27.0	0.6050115590965826	1.0
ENSG00000119705.9;SE:chr14:77708208-77708130:77708208-77710837:+	2.0	31.0	2.0	49.0	0.6438327837093687	1.0
ENSG00000119705.9;SE:chr14:77708208-77710554:77710665-77710837:+	1.0	33.0	5.0	51.0	0.4026382418929016	1.0
ENSG00000100722.19;SE:chr14:88578140-88596733:88596808-88607242:+	20.0	12.0	19.0	28.0	0.06850107848762055	1.0
ENSG00000100722.19;SE:chr14:88563169-88563059:88563169-88563650:+	11.0	46.0	12.0	76.0	0.3642411118093142	1.0
ENSG00000100722.19;SE:chr14:88563693-88568038:88568153-88571083:+	49.0	8.0	84.0	4.0	0.0624284355217751	1.0
ENSG00000100722.19;SE:chr14:88563169-88563054:88563169-88563650:+	4.0	53.0	8.0	80.0	0.7647026900104686	1.0
ENSG00000100722.19;SE:chr14:88610940-88611744:88611886-88611744:+	4.0	57.0	8.0	80.0	0.7619119626918549	1.0
ENSG00000100722.19;SE:chr14:88578140-88596733:88596808-88601923:+	26.0	3.0	27.0	14.0	0.025935529144016367	1.0
ENSG00000100722.19;SE:chr14:88610940-88611744:88612983-88611744:+	9.0	52.0	7.0	81.0	0.281407733638257	1.0
ENSG00000100722.19;SE:chr14:88610940-88611744:88611892-88611744:+	2.0	59.0	3.0	85.0	1.0	1.0
ENSG00000165533.18;SE:chr14:88841196-88841424:88841514-88843805:+	11.0	12.0	14.0	19.0	0.7871396145580227	1.0
ENSG00000042088.13;SE:chr14:89993483-90019315:90019418-90033105:+	26.0	4.0	70.0	10.0	1.0	1.0
ENSG00000042088.13;SE:chr14:90019418-90033105:90033214-90043069:+	26.0	1.0	70.0	4.0	1.0	1.0
ENSG00000042088.13;SE:chr14:89955970-89956577:89956800-89963107:+	8.0	13.0	26.0	33.0	0.7979476969032191	1.0
ENSG00000042088.13;SE:chr14:89971271-89975780:89975815-89980539:+	24.0	0.0	61.0	13.0	0.03391582189369792	1.0
ENSG00000100764.13;SE:chr14:90270352-90272272:90272865-90272272:+	34.0	8.0	58.0	25.0	0.20510457322080264	1.0
ENSG00000198668.10;SE:chr14:90397154-90398990:90399087-90400064:+	0.0	59.0	2.0	283.0	1.0	1.0
ENSG00000198668.10;SE:chr14:90404514-90404688:90404959-90404688:+	2.0	86.0	2.0	364.0	0.17069870464878742	1.0
ENSG00000198668.10;SE:chr14:90404514-90404688:90405107-90404688:+	3.0	85.0	21.0	345.0	0.5946860307066391	1.0
ENSG00000198668.10;SE:chr14:90404514-90404688:90405603-90404688:+	59.0	29.0	283.0	83.0	0.053608092627245855	1.0
ENSG00000133943.20;SE:chr14:91199905-91204705:91204825-91215404:+	22.0	2.0	33.0	7.0	0.4640319227223243	1.0
ENSG00000012963.14;SE:chr14:93210708-93212031:93212127-93214928:+	44.0	3.0	77.0	16.0	0.11546947918247868	1.0
ENSG00000012963.14;SE:chr14:93218735-93219211:93219361-93220248:+	43.0	4.0	90.0	3.0	0.22407894362143974	1.0
ENSG00000012963.14;SE:chr14:93207441-93209823:93209957-93210647:+	42.0	3.0	79.0	8.0	0.7484463693027381	1.0
ENSG00000165948.10;SE:chr14:94100771-94101813:94101975-94102476:+	31.0	0.0	20.0	3.0	0.07139977422996305	1.0
ENSG00000165948.10;SE:chr14:94096965-94097494:94097678-94100738:+	26.0	8.0	2.0	25.0	6.019348278216109e-08	0.0009103729738121347
ENSG00000100744.14;SE:chr14:96363568-96379687:96379788-96382246:+	21.0	1.0	45.0	15.0	0.05670392472001888	1.0
ENSG00000090060.17;SE:chr14:96525391-96527429:96527539-96527952:+	84.0	2.0	215.0	9.0	0.7334858183915389	1.0
ENSG00000090060.17;SE:chr14:96527539-96527952:96528006-96531474:+	84.0	6.0	215.0	24.0	0.3977403168868263	1.0
ENSG00000100749.7;SE:chr14:96855356-96856129:96856250-96856527:+	22.0	7.0	41.0	11.0	0.7853437898038208	1.0
ENSG00000090061.17;SE:chr14:99500871-99501355:99501413-99502206:+	35.0	6.0	82.0	8.0	0.3659153444788785	1.0
ENSG00000078304.19;SE:chr14:101856885-101882160:101882271-101883256:+	123.0	0.0	396.0	8.0	0.20785102023083707	1.0
ENSG00000078304.19;SE:chr14:101882271-101883256:101883349-101883431:+	123.0	2.0	396.0	9.0	1.0	1.0
ENSG00000078304.19;SE:chr14:101883562-101890236:101890296-101892999:+	129.0	5.0	415.0	17.0	1.0	1.0
ENSG00000078304.19;SE:chr14:101894560-101901718:101901889-101906401:+	129.0	2.0	425.0	4.0	0.6283851950815668	1.0
ENSG00000078304.19;SE:chr14:101901889-101906401:101906529-101909588:+	128.0	3.0	418.0	3.0	0.14877837815460615	1.0
ENSG00000078304.19;SE:chr14:101906529-101909588:101909690-101912400:+	101.0	1.0	321.0	7.0	0.6866371402574537	1.0
ENSG00000078304.19;SE:chr14:101810036-101809868:101810036-101856685:+	20.0	48.0	66.0	149.0	0.8808858484404382	1.0
ENSG00000078304.19;SE:chr14:101909690-101912400:101912473-101925140:+	20.0	2.0	66.0	13.0	0.5127525980186914	1.0
ENSG00000078304.19;SE:chr14:101912473-101925140:101925515-101925140:+	20.0	7.0	66.0	22.0	1.0	1.0
ENSG00000078304.19;SE:chr14:101912473-101917830:101917947-101925140:+	19.0	27.0	68.0	88.0	0.8660044156377067	1.0
ENSG00000078304.19;SE:chr14:101810036-101824013:101824169-101856685:+	6.0	68.0	20.0	215.0	1.0	1.0
ENSG00000078304.19;SE:chr14:101810036-101831700:101831804-101856685:+	0.0	68.0	19.0	215.0	0.009572323133404777	1.0
ENSG00000078304.19;SE:chr14:101810036-101818991:101819085-101856685:+	50.0	68.0	158.0	215.0	1.0	1.0
ENSG00000078304.19;SE:chr14:101912473-101925140:101926914-101925140:+	6.0	21.0	15.0	73.0	0.5736503867613547	1.0
ENSG00000197102.11;SE:chr14:102040410-102040597:102040673-102041573:+	76.0	0.0	213.0	6.0	0.3441054598399006	1.0
ENSG00000140153.17;SE:chr14:102140172-102193462:102193514-102194937:+	6.0	15.0	10.0	42.0	0.5325400499889559	1.0
ENSG00000100664.10;SE:chr14:103334260-103334388:103334597-103335652:+	150.0	5.0	624.0	9.0	0.16619108063681157	1.0
ENSG00000100664.10;SE:chr14:103336849-103337115:103337227-103338326:+	176.0	0.0	717.0	1.0	1.0	1.0
ENSG00000100664.10;SE:chr14:103334260-103334235:103334260-103334388:+	7.0	150.0	43.0	624.0	0.45737051820303576	1.0
ENSG00000100664.10;SE:chr14:103340561-103340962:103341354-103340962:+	123.0	53.0	462.0	255.0	0.18501725601161728	1.0
ENSG00000100664.10;SE:chr14:103341354-103340962:103343171-103340962:+	7.0	116.0	43.0	419.0	0.2752710167230985	1.0
ENSG00000184990.12;SE:chr14:104753319-104755629:104755824-104756603:+	254.0	11.0	237.0	12.0	0.8317787873952598	1.0
ENSG00000092094.10;SE:chr14:20449266-20451256:20451452-20451973:-	2.0	36.0	14.0	84.0	0.23420689323360033	1.0
ENSG00000092199.17;SE:chr14:21211566-21211809:21211923-21212959:-	205.0	11.0	353.0	12.0	0.28077521099493896	1.0
ENSG00000092199.17;SE:chr14:21263829-21268622:21268668-21269297:-	6.0	29.0	19.0	103.0	0.7973332171405456	1.0
ENSG00000092199.17;SE:chr14:21211306-21210936:21211306-21211405:-	14.0	227.0	30.0	379.0	0.5199432655470655	1.0
ENSG00000092199.17;SE:chr14:21213117-21230318:21230366-21230957:-	65.0	10.0	163.0	12.0	0.14124314775917124	1.0
ENSG00000092199.17;SE:chr14:21234229-21263310:21263829-21269297:-	10.0	37.0	40.0	97.0	0.3451853506570599	1.0
ENSG00000092199.17;SE:chr14:21234229-21263310:21263336-21268622:-	17.0	3.0	30.0	7.0	1.0	1.0
ENSG00000092199.17;SE:chr14:21263336-21268622:21268668-21269297:-	17.0	140.0	30.0	147.0	0.11729083588715895	1.0
ENSG00000092199.17;SE:chr14:21234229-21269297:21269427-21269297:-	11.0	26.0	36.0	61.0	0.5441426572052016	1.0
ENSG00000092199.17;SE:chr14:21211306-21210938:21211306-21211405:-	75.0	166.0	97.0	312.0	0.04296335410241943	1.0
ENSG00000092199.17;SE:chr14:21234229-21263310:21263336-21269297:-	131.0	37.0	132.0	97.0	2.5539408876135254e-05	0.32002624568858606
ENSG00000092199.17;SE:chr14:21263336-21269297:21269419-21269297:-	39.0	101.0	32.0	115.0	0.27388661331821773	1.0
ENSG00000092199.17;SE:chr14:21234229-21269297:21269413-21269297:-	6.0	31.0	9.0	88.0	0.35658438412431204	1.0
ENSG00000092199.17;SE:chr14:21263336-21269297:21269353-21269297:-	3.0	137.0	3.0	144.0	1.0	1.0
ENSG00000092199.17;SE:chr14:21234229-21268622:21268668-21269297:-	3.0	37.0	7.0	97.0	1.0	1.0
ENSG00000092199.17;SE:chr14:21263336-21269297:21269425-21269297:-	31.0	109.0	47.0	100.0	0.06465817862679203	1.0
ENSG00000092199.17;SE:chr14:21234229-21262600:21263829-21269297:-	13.0	37.0	45.0	97.0	0.4802632088545803	1.0
ENSG00000092199.17;SE:chr14:21234229-21236372:21236460-21269297:-	7.0	37.0	8.0	97.0	0.14186095299004517	1.0
ENSG00000092199.17;SE:chr14:21234229-21236372:21236460-21263310:-	9.0	184.0	14.0	253.0	0.8316430367307313	1.0
ENSG00000092199.17;SE:chr14:21263336-21263666:21263829-21269297:-	5.0	140.0	12.0	147.0	0.13948981679235528	1.0
ENSG00000092201.9;SE:chr14:21352818-21353487:21353565-21353702:-	35.0	13.0	147.0	37.0	0.3256438287199994	1.0
ENSG00000092201.9;SE:chr14:21363503-21364826:21364939-21365069:-	53.0	2.0	180.0	8.0	1.0	1.0
ENSG00000092201.9;SE:chr14:21357366-21357926:21358002-21358314:-	37.0	4.0	134.0	12.0	0.7550909593562916	1.0
ENSG00000092201.9;SE:chr14:21352818-21352682:21352818-21353487:-	9.0	26.0	38.0	109.0	1.0	1.0
ENSG00000092201.9;SE:chr14:21372044-21372468:21372717-21373337:-	1.0	55.0	9.0	195.0	0.6946367537690536	1.0
ENSG00000092201.9;SE:chr14:21373430-21383861:21383975-21383861:-	1.0	56.0	9.0	197.0	0.695129199355067	1.0
ENSG00000129562.10;SE:chr14:22565137-22567087:22567164-22575058:-	9.0	13.0	15.0	19.0	1.0	1.0
ENSG00000100461.17;SE:chr14:22905453-22905605:22905659-22906194:-	62.0	2.0	36.0	12.0	0.0008371640166734485	0.9999964969691177
ENSG00000100461.17;SE:chr14:22901733-22900765:22901733-22901813:-	26.0	38.0	20.0	28.0	1.0	1.0
ENSG00000100461.17;SE:chr14:22906368-22909482:22909595-22911327:-	42.0	5.0	29.0	3.0	1.0	1.0
ENSG00000100461.17;SE:chr14:22911403-22918998:22919159-22918998:-	16.0	31.0	12.0	30.0	0.6508934760211942	1.0
ENSG00000100461.17;SE:chr14:22906368-22908332:22908380-22909482:-	20.0	42.0	17.0	29.0	0.6834902476652014	1.0
ENSG00000100461.17;SE:chr14:22911403-22918998:22919165-22918998:-	10.0	37.0	8.0	34.0	1.0	1.0
ENSG00000100461.17;SE:chr14:22911403-22913723:22913845-22918998:-	15.0	47.0	3.0	42.0	0.01900932008136018	1.0
ENSG00000100461.17;SE:chr14:22911403-22917027:22917166-22918998:-	2.0	47.0	2.0	42.0	1.0	1.0
ENSG00000100462.15;SE:chr14:22928211-22928496:22928615-22929251:-	72.0	3.0	153.0	31.0	0.004210410410931188	1.0
ENSG00000092036.18;SE:chr14:22952459-22952540:22952683-22955099:-	27.0	2.0	66.0	9.0	0.7236123308154614	1.0
ENSG00000092036.18;SE:chr14:22947731-22947867:22948013-22950313:-	26.0	1.0	66.0	4.0	1.0	1.0
